quarter,clinic_id,clinic_name,clinic_waiting_total,clinic_treated_total,clinic_treatment_ratio,clinic_treatment_pct,quarters_to_treat,months_to_treat,catchment,catchment_waiting_total,catchment_treated_total,mean_ratio,clinics_pct_of_catchment,catchment_pct_of_qld,clinic_pct_of_qld
2024-10-01,28,TULLY DENTAL CLINIC,700,40,0.057,5.71,18,53,Cairns and Hinterland,9252,996,0.097,0.076,0.0679,0.00513814263483954315
2023-04-01,57,STANTHORPE DENTAL CLINIC,707,81,0.115,11.46,9,26,Darling Downs,9114,1073,0.105,0.078,0.0785,0.00609062715368711234
2024-01-01,57,STANTHORPE DENTAL CLINIC,717,52,0.073,7.25,14,41,Darling Downs,9276,1096,0.106,0.077,0.0730,0.00564624725365588604
2023-07-01,27,SMITHFIELD DENTAL CLINIC,720,118,0.164,16.39,6,18,Cairns and Hinterland,8338,1189,0.125,0.086,0.0697,0.00601503759398496241
2024-01-01,23,ATHERTON DENTAL CLINIC,721,151,0.209,20.94,5,14,Cairns and Hinterland,8538,1332,0.135,0.084,0.0672,0.00567774654098451023
2024-01-01,8,PALM BEACH DENTAL CLINIC,726,0,0.000,0.00,NULL,NULL,Gold Coast,8924,978,0.099,0.081,0.0703,0.00571712065014529046
2025-01-01,60,DALBY DENTAL CLINIC,737,17,0.023,2.31,43,130,Darling Downs,10346,597,0.055,0.071,0.0738,0.00525808868119716049
2024-01-01,58,WARWICK DENTAL CLINIC,737,64,0.087,8.68,11,34,Darling Downs,9276,1096,0.106,0.079,0.0730,0.00580374369029900698
2024-10-01,60,DALBY DENTAL CLINIC,747,64,0.086,8.57,12,35,Darling Downs,10084,757,0.070,0.074,0.0740,0.00548313221175019819
2024-04-01,23,ATHERTON DENTAL CLINIC,756,115,0.152,15.21,7,20,Cairns and Hinterland,8619,1150,0.118,0.088,0.0658,0.00577363678020467390
2023-04-01,13,BOWEN DENTAL CLINIC,758,234,0.309,30.87,3,10,Mackay,6612,1059,0.138,0.115,0.0570,0.00652997932460372157
2023-10-01,57,STANTHORPE DENTAL CLINIC,765,23,0.030,3.01,33,100,Darling Downs,9685,881,0.083,0.079,0.0774,0.00611686816350028785
2023-07-01,23,ATHERTON DENTAL CLINIC,768,109,0.142,14.19,7,21,Cairns and Hinterland,8338,1189,0.125,0.092,0.0697,0.00641604010025062657
2023-10-01,27,SMITHFIELD DENTAL CLINIC,769,94,0.122,12.22,8,25,Cairns and Hinterland,8686,836,0.088,0.089,0.0695,0.00614885178788460308
2024-10-01,57,STANTHORPE DENTAL CLINIC,771,86,0.112,11.15,9,27,Darling Downs,10084,757,0.070,0.076,0.0740,0.00565929710208755395
2023-04-01,24,INNISFAIL DENTAL CLINIC,773,147,0.190,19.02,5,16,Cairns and Hinterland,8481,1341,0.137,0.091,0.0731,0.00665920055134390076
2025-04-01,60,DALBY DENTAL CLINIC,774,48,0.062,6.20,16,48,Darling Downs,10662,633,0.056,0.073,0.0722,0.00523992634315424610
2025-01-01,8,PALM BEACH DENTAL CLINIC,779,135,0.173,17.33,6,17,Gold Coast,10387,973,0.086,0.075,0.0741,0.00555773552598722934
2023-10-01,23,ATHERTON DENTAL CLINIC,786,74,0.094,9.41,11,32,Cairns and Hinterland,8686,836,0.088,0.090,0.0695,0.00628478219151794281
2023-04-01,27,SMITHFIELD DENTAL CLINIC,786,138,0.176,17.56,6,17,Cairns and Hinterland,8481,1341,0.137,0.093,0.0731,0.00677119228118538939
2023-07-01,38,PROSERPINE DENTAL,787,239,0.304,30.37,3,10,Mackay,6426,1128,0.149,0.122,0.0537,0.00657477025898078530
2023-04-01,38,PROSERPINE DENTAL,790,310,0.392,39.24,3,8,Mackay,6612,1059,0.138,0.119,0.0570,0.00680565127498277050
2023-07-01,13,BOWEN DENTAL CLINIC,791,301,0.381,38.05,3,8,Mackay,6426,1128,0.149,0.123,0.0537,0.00660818713450292398
2024-07-01,23,ATHERTON DENTAL CLINIC,792,98,0.124,12.37,8,24,Cairns and Hinterland,8548,1345,0.136,0.093,0.0649,0.00601713973135598371
2024-01-01,60,DALBY DENTAL CLINIC,796,69,0.087,8.67,11,34,Darling Downs,9276,1096,0.106,0.086,0.0730,0.00626835817839621379
2024-07-01,13,BOWEN DENTAL CLINIC,812,373,0.459,45.94,2,7,Mackay,6286,2554,0.289,0.129,0.0478,0.00616908770437002370
2024-07-01,38,PROSERPINE DENTAL,813,327,0.402,40.22,2,7,Mackay,6286,2554,0.289,0.129,0.0478,0.00617668510302072570
2024-07-01,60,DALBY DENTAL CLINIC,814,49,0.060,6.02,17,50,Darling Downs,10190,938,0.084,0.080,0.0774,0.00618428250167142770
2024-04-01,60,DALBY DENTAL CLINIC,815,41,0.050,5.03,20,60,Darling Downs,10106,717,0.066,0.081,0.0772,0.00622422483580265771
2023-04-01,23,ATHERTON DENTAL CLINIC,816,100,0.123,12.25,8,24,Cairns and Hinterland,8481,1341,0.137,0.096,0.0731,0.00702963473466574776
2024-01-01,27,SMITHFIELD DENTAL CLINIC,821,124,0.151,15.10,7,20,Cairns and Hinterland,8538,1332,0.135,0.096,0.0672,0.00646522872420011497
2024-04-01,57,STANTHORPE DENTAL CLINIC,827,47,0.057,5.68,18,53,Darling Downs,10106,717,0.066,0.082,0.0772,0.00631586986405987475
2023-07-01,24,INNISFAIL DENTAL CLINIC,827,226,0.273,27.33,4,11,Cairns and Hinterland,8338,1189,0.125,0.099,0.0697,0.00690893901420217210
2023-10-01,8,PALM BEACH DENTAL CLINIC,830,0,0.000,0.00,NULL,NULL,Gold Coast,8498,1003,0.106,0.098,0.0679,0.00663660205974541035
2025-01-01,57,STANTHORPE DENTAL CLINIC,831,41,0.049,4.93,20,61,Darling Downs,10346,597,0.055,0.080,0.0738,0.00592872685763207648
2024-07-01,57,STANTHORPE DENTAL CLINIC,834,92,0.110,11.03,9,27,Darling Downs,10190,938,0.084,0.082,0.0774,0.00633623047468546770
2023-04-01,42,CENTRAL WEST DENTAL CLINICS,847,118,0.139,13.93,7,22,Central West,847,118,0.122,1.000,0.0073,0.00729669193659545141
2024-10-01,58,WARWICK DENTAL CLINIC,850,73,0.086,8.59,12,35,Darling Downs,10084,757,0.070,0.084,0.0740,0.00623917319944801668
2024-04-01,27,SMITHFIELD DENTAL CLINIC,852,74,0.087,8.69,11,34,Cairns and Hinterland,8619,1150,0.118,0.099,0.0658,0.00650679700626241026
2025-04-01,57,STANTHORPE DENTAL CLINIC,854,65,0.076,7.61,13,39,Darling Downs,10662,633,0.056,0.080,0.0722,0.00578152079722703640
2024-04-01,58,WARWICK DENTAL CLINIC,855,17,0.020,1.99,50,150,Darling Downs,10106,717,0.066,0.085,0.0772,0.00652970826332671453
2023-04-01,8,PALM BEACH DENTAL CLINIC,857,150,0.175,17.50,6,17,Gold Coast,9743,1155,0.106,0.088,0.0839,0.00738283942108890420
2024-10-01,27,SMITHFIELD DENTAL CLINIC,867,95,0.110,10.96,9,27,Cairns and Hinterland,9252,996,0.097,0.094,0.0679,0.00636395666343697701
2024-07-01,27,SMITHFIELD DENTAL CLINIC,868,137,0.158,15.78,6,19,Cairns and Hinterland,8548,1345,0.136,0.102,0.0649,0.00659454202880933568
2025-01-01,13,BOWEN DENTAL CLINIC,870,336,0.386,38.62,3,8,Mackay,6506,1381,0.175,0.134,0.0464,0.00620697035636571184
2024-07-01,58,WARWICK DENTAL CLINIC,876,73,0.083,8.33,12,36,Darling Downs,10190,938,0.084,0.086,0.0774,0.00665532121801495168
2024-10-01,13,BOWEN DENTAL CLINIC,882,148,0.168,16.78,6,18,Mackay,6990,1209,0.147,0.126,0.0513,0.00647405971989782436
2023-07-01,8,PALM BEACH DENTAL CLINIC,886,132,0.149,14.90,7,20,Gold Coast,8685,1505,0.148,0.102,0.0726,0.00740183792815371763
2025-01-01,58,WARWICK DENTAL CLINIC,892,18,0.020,2.02,50,150,Darling Downs,10346,597,0.055,0.086,0.0738,0.00636392822744622409
2023-07-01,60,DALBY DENTAL CLINIC,894,47,0.053,5.26,19,57,Darling Downs,9194,1044,0.102,0.097,0.0768,0.00746867167919799499
2023-04-01,94,SANDGATE DENTAL CLINIC,896,22,0.025,2.46,40,120,Metro North,12311,4473,0.267,0.073,0.1061,0.00771881461061337009
2024-04-01,13,BOWEN DENTAL CLINIC,897,284,0.317,31.66,3,9,Mackay,6958,1010,0.127,0.129,0.0531,0.00685046586222697419
2024-10-01,23,ATHERTON DENTAL CLINIC,901,64,0.071,7.10,14,42,Cairns and Hinterland,9252,996,0.097,0.097,0.0679,0.00661352359141489768
2023-10-01,24,INNISFAIL DENTAL CLINIC,905,83,0.092,9.17,11,33,Cairns and Hinterland,8686,836,0.088,0.104,0.0695,0.00723629501695132092
2024-01-01,13,BOWEN DENTAL CLINIC,913,264,0.289,28.92,3,10,Mackay,6877,1117,0.140,0.133,0.0542,0.00718971233275847134
2025-01-01,23,ATHERTON DENTAL CLINIC,915,68,0.074,7.43,14,41,Cairns and Hinterland,9599,798,0.077,0.095,0.0685,0.00652802054721221418
2023-10-01,60,DALBY DENTAL CLINIC,916,51,0.056,5.57,18,54,Darling Downs,9685,881,0.083,0.095,0.0774,0.00732424998400818781
2025-04-01,8,PALM BEACH DENTAL CLINIC,930,97,0.104,10.43,10,29,Gold Coast,9652,1429,0.129,0.096,0.0653,0.00629603552859618718
2023-10-01,13,BOWEN DENTAL CLINIC,931,221,0.237,23.74,4,13,Mackay,7187,455,0.060,0.130,0.0575,0.00744418857544936992
2025-04-01,13,BOWEN DENTAL CLINIC,938,75,0.080,8.00,13,38,Mackay,6771,622,0.084,0.139,0.0458,0.00635019497400346620
2023-04-01,60,DALBY DENTAL CLINIC,938,115,0.123,12.26,8,24,Darling Downs,9114,1073,0.105,0.103,0.0785,0.00808063404548587181
2025-01-01,27,SMITHFIELD DENTAL CLINIC,946,78,0.082,8.25,12,37,Cairns and Hinterland,9599,798,0.077,0.099,0.0685,0.00674918845646202690
2025-04-01,58,WARWICK DENTAL CLINIC,948,23,0.024,2.43,42,125,Darling Downs,10662,633,0.056,0.089,0.0722,0.00641789428076256499
2024-07-01,24,INNISFAIL DENTAL CLINIC,949,143,0.151,15.07,7,20,Cairns and Hinterland,8548,1345,0.136,0.111,0.0649,0.00720993131951619765
2025-04-01,27,SMITHFIELD DENTAL CLINIC,957,88,0.092,9.20,11,33,Cairns and Hinterland,10058,878,0.080,0.095,0.0681,0.00647882365684575390
2024-04-01,38,PROSERPINE DENTAL,958,236,0.246,24.63,4,12,Mackay,6958,1010,0.127,0.138,0.0531,0.00731632808920116084
2023-10-01,38,PROSERPINE DENTAL,961,46,0.048,4.79,21,62,Mackay,7187,455,0.060,0.134,0.0575,0.00768406575833173415
2023-04-01,10,ROBINA DENTAL CLINIC,964,210,0.218,21.78,5,14,Gold Coast,9743,1155,0.106,0.099,0.0839,0.00830461750516884907
2025-04-01,23,ATHERTON DENTAL CLINIC,968,65,0.067,6.71,15,45,Cairns and Hinterland,10058,878,0.080,0.096,0.0681,0.00655329289428076256
2024-01-01,38,PROSERPINE DENTAL,969,179,0.185,18.47,5,16,Mackay,6877,1117,0.140,0.141,0.0542,0.00763070235535921000
2024-04-01,42,CENTRAL WEST DENTAL CLINICS,984,120,0.122,12.20,8,25,Central West,984,120,0.109,1.000,0.0075,0.00751489231709179777
2024-01-01,24,INNISFAIL DENTAL CLINIC,984,117,0.119,11.89,8,25,Cairns and Hinterland,8538,1332,0.135,0.115,0.0672,0.00774882468284155071
2024-04-01,24,INNISFAIL DENTAL CLINIC,992,105,0.106,10.58,9,28,Cairns and Hinterland,8619,1150,0.118,0.115,0.0658,0.00757598900259660913
2025-01-01,24,INNISFAIL DENTAL CLINIC,995,163,0.164,16.38,6,18,Cairns and Hinterland,9599,798,0.077,0.104,0.0685,0.00709877644205044055
2024-01-01,86,COLLINGWOOD PARK DENTAL C,997,65,0.065,6.52,15,46,West Moreton,7983,494,0.058,0.125,0.0629,0.00785119736665957933
2024-01-01,25,MAREEBA DENTAL CLINIC,1004,246,0.245,24.50,4,12,Cairns and Hinterland,8538,1332,0.135,0.118,0.0672,0.00790632111948467166
2024-07-01,42,CENTRAL WEST DENTAL CLINICS,1020,125,0.123,12.25,8,24,Central West,1020,125,0.109,1.000,0.0077,0.00774934662371603963
2024-07-01,25,MAREEBA DENTAL CLINIC,1024,180,0.176,17.58,6,17,Cairns and Hinterland,8548,1345,0.136,0.120,0.0649,0.00777973621831884763
2023-07-01,10,ROBINA DENTAL CLINIC,1030,176,0.171,17.09,6,18,Gold Coast,8685,1505,0.148,0.119,0.0726,0.00860484544695071011
2023-10-01,42,CENTRAL WEST DENTAL CLINICS,1032,111,0.108,10.76,9,28,Central West,1032,111,0.097,1.000,0.0083,0.00825177509115332950
2024-01-01,42,CENTRAL WEST DENTAL CLINICS,1045,45,0.043,4.31,23,70,Central West,1045,45,0.041,1.000,0.0082,0.00822918881460306961
2024-01-01,94,SANDGATE DENTAL CLINIC,1055,15,0.014,1.42,71,214,Metro North,14865,1821,0.109,0.071,0.1171,0.00830793703292463008
2024-10-01,38,PROSERPINE DENTAL,1055,89,0.084,8.44,12,36,Mackay,6990,1209,0.147,0.151,0.0513,0.00774391497107959717
2025-04-01,24,INNISFAIL DENTAL CLINIC,1058,120,0.113,11.34,9,27,Cairns and Hinterland,10058,878,0.080,0.105,0.0681,0.00716258665511265165
2025-01-01,38,PROSERPINE DENTAL,1061,235,0.221,22.15,5,14,Mackay,6506,1381,0.175,0.163,0.0464,0.00756965005529197731
2023-07-01,86,COLLINGWOOD PARK DENTAL C,1061,74,0.070,6.97,14,43,West Moreton,7183,599,0.077,0.148,0.0600,0.00886382623224728488
2023-07-01,94,SANDGATE DENTAL CLINIC,1063,22,0.021,2.07,48,143,Metro North,13401,1751,0.116,0.079,0.1120,0.00888053467000835422
2024-10-01,42,CENTRAL WEST DENTAL CLINICS,1064,185,0.174,17.39,6,17,Central West,1064,185,0.148,1.000,0.0078,0.00780997680495610558
2024-04-01,25,MAREEBA DENTAL CLINIC,1065,112,0.105,10.52,10,29,Cairns and Hinterland,8619,1150,0.118,0.124,0.0658,0.00813349625782801283
2023-07-01,25,MAREEBA DENTAL CLINIC,1068,158,0.148,14.79,7,20,Cairns and Hinterland,8338,1189,0.125,0.128,0.0697,0.00892230576441102757
2024-04-01,10,ROBINA DENTAL CLINIC,1080,259,0.240,23.98,4,13,Gold Coast,9111,857,0.086,0.119,0.0696,0.00824805254314953414
2025-01-01,25,MAREEBA DENTAL CLINIC,1081,109,0.101,10.08,10,30,Cairns and Hinterland,9599,798,0.077,0.113,0.0685,0.00771233902900153391
2025-04-01,38,PROSERPINE DENTAL,1084,150,0.138,13.84,7,22,Mackay,6771,622,0.084,0.160,0.0458,0.00733860485268630849
2024-10-01,24,INNISFAIL DENTAL CLINIC,1090,57,0.052,5.23,19,58,Cairns and Hinterland,9252,996,0.097,0.118,0.0679,0.00800082210282157433
2023-10-01,10,ROBINA DENTAL CLINIC,1093,181,0.166,16.56,6,18,Gold Coast,8498,1003,0.106,0.129,0.0679,0.00873952536301413676
2024-01-01,10,ROBINA DENTAL CLINIC,1095,333,0.304,30.41,3,10,Gold Coast,8924,978,0.099,0.123,0.0703,0.00862292990621087198
2023-10-01,94,SANDGATE DENTAL CLINIC,1097,20,0.018,1.82,56,167,Metro North,14553,1649,0.102,0.075,0.1164,0.00877150898739845199
2025-04-01,25,MAREEBA DENTAL CLINIC,1106,106,0.096,9.58,10,31,Cairns and Hinterland,10058,878,0.080,0.110,0.0681,0.00748754332755632582
2023-10-01,25,MAREEBA DENTAL CLINIC,1122,68,0.061,6.06,16,49,Cairns and Hinterland,8686,836,0.088,0.129,0.0695,0.00897140663980042218
2024-10-01,25,MAREEBA DENTAL CLINIC,1127,107,0.095,9.49,11,32,Cairns and Hinterland,9252,996,0.097,0.122,0.0679,0.00827240964209166446
2024-07-01,10,ROBINA DENTAL CLINIC,1129,243,0.215,21.52,5,14,Gold Coast,9576,1038,0.098,0.118,0.0728,0.00857746307664255759
2024-07-01,86,COLLINGWOOD PARK DENTAL C,1133,128,0.113,11.30,9,27,West Moreton,9226,985,0.096,0.123,0.0701,0.00860785267124536559
2023-04-01,25,MAREEBA DENTAL CLINIC,1136,118,0.104,10.39,10,29,Cairns and Hinterland,8481,1341,0.137,0.134,0.0731,0.00978635423845623708
2025-04-01,42,CENTRAL WEST DENTAL CLINICS,1157,103,0.089,8.90,11,34,Central West,1157,103,0.082,1.000,0.0078,0.00783280979202772964
2023-04-01,85,LAIDLEY DENTAL CLINIC,1158,85,0.073,7.34,14,41,West Moreton,7051,386,0.052,0.164,0.0607,0.00997587870434183322
2025-01-01,42,CENTRAL WEST DENTAL CLINICS,1162,171,0.147,14.72,7,20,Central West,1162,171,0.128,1.000,0.0083,0.00829022937252523811
2023-04-01,86,COLLINGWOOD PARK DENTAL C,1181,47,0.040,3.98,25,75,West Moreton,7051,386,0.052,0.167,0.0607,0.01017401791867677464
2024-04-01,30,EDMONTON DENTAL CLINIC,1188,240,0.202,20.20,5,15,Cairns and Hinterland,8619,1150,0.118,0.138,0.0658,0.00907285779746448755
2024-04-01,94,SANDGATE DENTAL CLINIC,1198,56,0.047,4.67,21,64,Metro North,16156,2722,0.144,0.074,0.1234,0.00914922865434550176
2024-04-01,86,COLLINGWOOD PARK DENTAL C,1205,39,0.032,3.24,31,94,West Moreton,9524,270,0.028,0.127,0.0727,0.00920268825416221170
2023-07-01,85,LAIDLEY DENTAL CLINIC,1227,83,0.068,6.76,15,44,West Moreton,7183,599,0.077,0.171,0.0600,0.01025062656641604010
2025-01-01,86,COLLINGWOOD PARK DENTAL C,1231,35,0.028,2.84,36,107,West Moreton,9953,312,0.030,0.124,0.0710,0.00878250633182320836
2024-07-01,30,EDMONTON DENTAL CLINIC,1233,167,0.135,13.54,7,22,Cairns and Hinterland,8548,1345,0.136,0.144,0.0649,0.00936759253631556555
2023-10-01,86,COLLINGWOOD PARK DENTAL C,1234,12,0.010,0.97,100,300,West Moreton,8461,52,0.006,0.146,0.0677,0.00986694812256124864
2024-10-01,86,COLLINGWOOD PARK DENTAL C,1234,66,0.053,5.35,19,57,West Moreton,10032,453,0.043,0.123,0.0736,0.00905781144484570892
2024-10-01,10,ROBINA DENTAL CLINIC,1239,252,0.203,20.34,5,15,Gold Coast,10069,993,0.090,0.123,0.0739,0.00909451246366599137
2024-01-01,30,EDMONTON DENTAL CLINIC,1287,215,0.167,16.71,6,18,Cairns and Hinterland,8538,1332,0.135,0.151,0.0672,0.01013489569798483309
2024-01-01,85,LAIDLEY DENTAL CLINIC,1340,76,0.057,5.67,18,53,West Moreton,7983,494,0.058,0.168,0.0629,0.01055226125508910361
2024-10-01,30,EDMONTON DENTAL CLINIC,1355,166,0.123,12.25,8,24,Cairns and Hinterland,9252,996,0.097,0.146,0.0679,0.00994597610029654423
2024-07-01,37,CAPRICORN COAST DENTAL,1356,275,0.203,20.28,5,15,Central Queensland,7970,1618,0.169,0.170,0.0606,0.01030207257035191151
2025-01-01,37,CAPRICORN COAST DENTAL,1374,223,0.162,16.23,6,19,Central Queensland,8636,1473,0.146,0.159,0.0616,0.00980273249384653801
2023-10-01,30,EDMONTON DENTAL CLINIC,1378,170,0.123,12.34,8,24,Cairns and Hinterland,8686,836,0.088,0.159,0.0695,0.01101835860039659694
2025-01-01,30,EDMONTON DENTAL CLINIC,1380,111,0.080,8.04,13,38,Cairns and Hinterland,9599,798,0.077,0.144,0.0685,0.00984553918595940499
2025-04-01,37,CAPRICORN COAST DENTAL,1396,153,0.110,10.96,9,27,Central Queensland,8532,1173,0.121,0.164,0.0578,0.00945082322357019064
2025-04-01,30,EDMONTON DENTAL CLINIC,1408,161,0.114,11.43,9,26,Cairns and Hinterland,10058,878,0.080,0.140,0.0681,0.00953206239168110919
2024-07-01,94,SANDGATE DENTAL CLINIC,1409,107,0.076,7.59,13,39,Metro North,17927,1967,0.099,0.079,0.1362,0.01070473469883911749
2023-04-01,5,NOOSA DENTAL CLINIC,1419,38,0.027,2.68,37,111,Sunshine Coast,12271,510,0.040,0.116,0.1057,0.01222432804962095107
2024-10-01,37,CAPRICORN COAST DENTAL,1422,196,0.138,13.78,7,22,Central Queensland,8593,1115,0.115,0.165,0.0631,0.01043776975248832908
2024-04-01,37,CAPRICORN COAST DENTAL,1424,302,0.212,21.21,5,14,Central Queensland,8170,1526,0.157,0.174,0.0624,0.01087521001985642279
2023-07-01,30,EDMONTON DENTAL CLINIC,1425,167,0.117,11.72,9,26,Cairns and Hinterland,8338,1189,0.125,0.171,0.0697,0.01190476190476190476
2023-10-01,85,LAIDLEY DENTAL CLINIC,1429,7,0.005,0.49,200,600,West Moreton,8461,52,0.006,0.169,0.0677,0.01142614981129661613
2023-07-01,5,NOOSA DENTAL CLINIC,1429,163,0.114,11.41,9,26,Sunshine Coast,11469,1514,0.117,0.125,0.0958,0.01193817878028404344
2023-04-01,93,PINE RIVERS DENTAL CLINIC,1431,33,0.023,2.31,43,130,Metro North,12311,4473,0.267,0.116,0.1061,0.01232770503101309442
2024-10-01,5,NOOSA DENTAL CLINIC,1434,251,0.175,17.50,6,17,Sunshine Coast,11360,1564,0.121,0.126,0.0834,0.01052585219765700696
2025-01-01,10,ROBINA DENTAL CLINIC,1446,189,0.131,13.07,8,23,Gold Coast,10387,973,0.086,0.139,0.0741,0.01031641279920094175
2025-04-01,10,ROBINA DENTAL CLINIC,1446,133,0.092,9.20,11,33,Gold Coast,9652,1429,0.129,0.150,0.0653,0.00978931975736568458
2025-04-01,86,COLLINGWOOD PARK DENTAL C,1449,79,0.055,5.45,18,55,West Moreton,11456,456,0.038,0.126,0.0776,0.00980962954939341421
2024-07-01,85,LAIDLEY DENTAL CLINIC,1457,181,0.124,12.42,8,24,West Moreton,9226,985,0.096,0.158,0.0701,0.01106940983407281347
2023-04-01,89,STAFFORD DENTAL CLINIC,1467,4112,2.803,280.30,0,1,Metro North,12311,4473,0.267,0.119,0.1061,0.01263783597518952447
2023-10-01,5,NOOSA DENTAL CLINIC,1477,164,0.111,11.10,9,27,Sunshine Coast,11800,1325,0.101,0.125,0.0944,0.01180995330390839890
2023-07-01,37,CAPRICORN COAST DENTAL,1478,253,0.171,17.12,6,18,Central Queensland,8093,1462,0.153,0.183,0.0676,0.01234753550543024227
2023-10-01,37,CAPRICORN COAST DENTAL,1521,138,0.091,9.07,11,33,Central Queensland,8397,1014,0.108,0.181,0.0671,0.01216177317213586644
2024-01-01,5,NOOSA DENTAL CLINIC,1529,109,0.071,7.13,14,42,Sunshine Coast,11828,1011,0.079,0.129,0.0931,0.01204060258136659658
2023-04-01,30,EDMONTON DENTAL CLINIC,1530,216,0.141,14.12,7,21,Cairns and Hinterland,8481,1341,0.137,0.180,0.0731,0.01318056512749827705
2023-04-01,37,CAPRICORN COAST DENTAL,1552,233,0.150,15.01,7,20,Central Queensland,8391,1401,0.143,0.185,0.0723,0.01337008959338387319
2024-04-01,85,LAIDLEY DENTAL CLINIC,1564,41,0.026,2.62,38,115,West Moreton,9524,270,0.028,0.164,0.0727,0.01194440201619062166
2025-01-01,85,LAIDLEY DENTAL CLINIC,1565,56,0.036,3.58,28,83,West Moreton,9953,312,0.030,0.157,0.0710,0.01116541219277280348
2024-10-01,94,SANDGATE DENTAL CLINIC,1570,74,0.047,4.71,21,64,Metro North,20168,477,0.023,0.078,0.1480,0.01152411990956868963
2024-10-01,85,LAIDLEY DENTAL CLINIC,1602,77,0.048,4.81,21,62,West Moreton,10032,453,0.043,0.160,0.0736,0.01175900643001849731
2025-01-01,5,NOOSA DENTAL CLINIC,1624,98,0.060,6.03,17,50,Sunshine Coast,11709,1080,0.084,0.139,0.0835,0.01158634466521599543
2025-04-01,5,NOOSA DENTAL CLINIC,1625,96,0.059,5.91,17,51,Sunshine Coast,12104,786,0.061,0.134,0.0819,0.01100113734835355286
2024-10-01,4,NAMBOUR DENTAL CLINIC,1642,268,0.163,16.32,6,18,Sunshine Coast,11360,1564,0.121,0.145,0.0834,0.01205261458058075692
2024-07-01,5,NOOSA DENTAL CLINIC,1677,137,0.082,8.17,12,37,Sunshine Coast,12339,1166,0.086,0.136,0.0937,0.01274083753722725339
2024-01-01,37,CAPRICORN COAST DENTAL,1695,59,0.035,3.48,29,86,Central Queensland,8319,1410,0.145,0.204,0.0655,0.01334782300550450046
2024-04-01,5,NOOSA DENTAL CLINIC,1702,58,0.034,3.41,29,88,Sunshine Coast,12971,530,0.039,0.131,0.0991,0.01299831984114861769
2025-01-01,94,SANDGATE DENTAL CLINIC,1752,84,0.048,4.79,21,62,Metro North,21169,811,0.037,0.083,0.1510,0.01249955409695715764
2023-07-01,89,STAFFORD DENTAL CLINIC,1755,1055,0.601,60.11,2,5,Metro North,13401,1751,0.116,0.131,0.1120,0.01466165413533834586
2025-01-01,4,NAMBOUR DENTAL CLINIC,1770,76,0.043,4.29,23,70,Sunshine Coast,11709,1080,0.084,0.151,0.0835,0.01262797417329575857
2023-07-01,93,PINE RIVERS DENTAL CLINIC,1772,13,0.007,0.73,143,429,Metro North,13401,1751,0.116,0.132,0.1120,0.01480367585630743525
2025-04-01,4,NAMBOUR DENTAL CLINIC,1774,122,0.069,6.88,14,43,Sunshine Coast,12104,786,0.061,0.147,0.0819,0.01200985701906412478
2023-07-01,4,NAMBOUR DENTAL CLINIC,1800,229,0.127,12.72,8,24,Sunshine Coast,11469,1514,0.117,0.157,0.0958,0.01503759398496240602
2025-04-01,94,SANDGATE DENTAL CLINIC,1812,178,0.098,9.82,10,31,Metro North,22727,2084,0.084,0.080,0.1539,0.01226711438474870017
2024-01-01,4,NAMBOUR DENTAL CLINIC,1813,146,0.081,8.05,12,37,Sunshine Coast,11828,1011,0.079,0.153,0.0931,0.01427705198169891406
2023-10-01,4,NAMBOUR DENTAL CLINIC,1814,214,0.118,11.80,8,25,Sunshine Coast,11800,1325,0.101,0.154,0.0944,0.01450457365828695708
2025-04-01,85,LAIDLEY DENTAL CLINIC,1832,70,0.038,3.82,26,79,West Moreton,11456,456,0.038,0.160,0.0776,0.01240251299826689775
2024-07-01,4,NAMBOUR DENTAL CLINIC,1848,200,0.108,10.82,9,28,Sunshine Coast,12339,1166,0.086,0.150,0.0937,0.01403999270649729533
2023-10-01,89,STAFFORD DENTAL CLINIC,1865,1031,0.553,55.28,2,5,Metro North,14553,1649,0.102,0.128,0.1164,0.01491236486918697627
2024-04-01,4,NAMBOUR DENTAL CLINIC,1945,55,0.028,2.83,36,107,Sunshine Coast,12971,530,0.039,0.150,0.0991,0.01485413166335726287
2024-01-01,33,GLADSTONE DENTAL CLINIC,1977,433,0.219,21.90,5,14,Central Queensland,8319,1410,0.145,0.238,0.0655,0.01556852276217250585
2023-04-01,4,NAMBOUR DENTAL CLINIC,1987,72,0.036,3.62,28,83,Sunshine Coast,12271,510,0.040,0.162,0.1057,0.01711750516884906961
2024-01-01,45,KINGAROY DENTAL CLINIC,2004,459,0.229,22.90,4,13,Darling Downs,9276,1096,0.106,0.216,0.0730,0.01578114295164071913
2023-04-01,33,GLADSTONE DENTAL CLINIC,2008,230,0.115,11.45,9,26,Central Queensland,8391,1401,0.143,0.239,0.0723,0.01729841488628532047
2024-01-01,89,STAFFORD DENTAL CLINIC,2029,1173,0.578,57.81,2,5,Metro North,14865,1821,0.109,0.136,0.1171,0.01597801349744462032
2023-10-01,171,KALLANGUR SATELLITE CLINI,2032,0,0.000,0.00,NULL,NULL,Metro North,14553,1649,0.102,0.140,0.1164,0.01624768118723213715
2024-04-01,33,GLADSTONE DENTAL CLINIC,2036,306,0.150,15.03,7,20,Central Queensland,8170,1526,0.157,0.249,0.0624,0.01554910646097449213
