quarter,clinic_id,clinic_name,clinic_waiting_total,clinic_treated_total,clinic_treatment_ratio,clinic_treatment_pct,quarters_to_treat,months_to_treat,catchment,catchment_waiting_total,catchment_treated_total,mean_ratio,clinics_pct_of_catchment,catchment_pct_of_qld,clinic_pct_of_qld
2024-07-01,48,MUNDUBBERA DENTAL CLINIC,142,23,0.162,16.20,6,19,Wide Bay,10803,1769,0.141,0.013,0.0821,0.00107883060839968395
2024-04-01,118,MT MORGAN DENTAL CLINIC,142,27,0.190,19.01,5,16,Central Queensland,8170,1526,0.157,0.017,0.0624,0.00108446616771040171
2024-04-01,48,MUNDUBBERA DENTAL CLINIC,142,17,0.120,11.97,8,25,Wide Bay,11501,966,0.077,0.012,0.0878,0.00108446616771040171
2025-04-01,48,MUNDUBBERA DENTAL CLINIC,143,12,0.084,8.39,12,36,Wide Bay,11693,1082,0.085,0.012,0.0792,0.00096810008665511265
2023-10-01,18,CLONCURRY DENTAL,146,1,0.007,0.68,143,429,North West,702,19,0.026,0.208,0.0056,0.00116740229002750592
2025-04-01,15,MORNINGTON ISLAND DENTAL,148,31,0.209,20.95,5,14,North West,610,57,0.085,0.243,0.0041,0.00100194974003466205
2024-10-01,19,CHARTERS TOWERS DENTAL CL,153,49,0.320,32.03,3,9,Townsville,3457,329,0.087,0.044,0.0254,0.00112305117590064300
2025-01-01,142,GCUH DENTAL CLINIC,156,19,0.122,12.18,8,25,Gold Coast,10387,973,0.086,0.015,0.0741,0.00111297399493454143
2023-04-01,19,CHARTERS TOWERS DENTAL CL,162,30,0.185,18.52,5,16,Townsville,2930,305,0.094,0.055,0.0252,0.00139558924879393522
2025-04-01,142,GCUH DENTAL CLINIC,164,9,0.055,5.49,18,55,Gold Coast,9652,1429,0.129,0.017,0.0653,0.00111026863084922010
2023-10-01,62,CHARLEVILLE DENTAL CLINIC,166,67,0.404,40.36,2,7,South West,942,255,0.213,0.176,0.0075,0.00132732041194908207
2024-10-01,55,GOONDIWINDI DENTAL CLINIC,167,36,0.216,21.56,5,14,Darling Downs,10084,757,0.070,0.017,0.0740,0.00122581402859743386
2024-01-01,62,CHARLEVILLE DENTAL CLINIC,172,50,0.291,29.07,3,10,South West,1039,280,0.212,0.166,0.0082,0.00135446935513084016
2025-04-01,19,CHARTERS TOWERS DENTAL CL,174,16,0.092,9.20,11,33,Townsville,3712,305,0.076,0.047,0.0251,0.00117796793760831889
2024-01-01,15,MORNINGTON ISLAND DENTAL,175,8,0.046,4.57,22,65,North West,585,66,0.101,0.299,0.0046,0.00137809382062730831
2023-04-01,55,GOONDIWINDI DENTAL CLINIC,181,26,0.144,14.36,7,21,Darling Downs,9114,1073,0.105,0.020,0.0785,0.00155926946933149552
2025-01-01,19,CHARTERS TOWERS DENTAL CL,181,15,0.083,8.29,12,36,Townsville,3477,461,0.117,0.052,0.0248,0.00129133521207148718
2023-04-01,14,AYR DENTAL CLINIC,185,11,0.059,5.95,17,51,Townsville,2930,305,0.094,0.063,0.0252,0.00159372846312887664
2024-07-01,19,CHARTERS TOWERS DENTAL CL,186,26,0.140,13.98,7,21,Townsville,3354,404,0.108,0.055,0.0255,0.00141311614903057193
2023-04-01,118,MT MORGAN DENTAL CLINIC,187,29,0.155,15.51,6,19,Central Queensland,8391,1401,0.143,0.022,0.0723,0.00161095796002756720
2023-07-01,55,GOONDIWINDI DENTAL CLINIC,189,7,0.037,3.70,27,81,Darling Downs,9194,1044,0.102,0.021,0.0768,0.00157894736842105263
2024-01-01,19,CHARTERS TOWERS DENTAL CL,191,45,0.236,23.56,4,13,Townsville,3219,344,0.097,0.059,0.0253,0.00150409096994180507
2024-07-01,55,GOONDIWINDI DENTAL CLINIC,194,12,0.062,6.19,16,48,Darling Downs,10190,938,0.084,0.019,0.0774,0.00147389533823618793
2024-04-01,62,CHARLEVILLE DENTAL CLINIC,196,55,0.281,28.06,4,11,South West,1058,262,0.198,0.185,0.0081,0.00149686879486787842
2025-04-01,55,GOONDIWINDI DENTAL CLINIC,200,23,0.115,11.50,9,26,Darling Downs,10662,633,0.056,0.019,0.0722,0.00135398613518197574
2024-07-01,62,CHARLEVILLE DENTAL CLINIC,200,84,0.420,42.00,2,7,South West,1096,352,0.243,0.182,0.0083,0.00151947973014039993
2023-07-01,19,CHARTERS TOWERS DENTAL CL,204,8,0.039,3.92,26,77,Townsville,3126,334,0.097,0.065,0.0261,0.00170426065162907268
2023-04-01,62,CHARLEVILLE DENTAL CLINIC,206,54,0.262,26.21,4,11,South West,859,356,0.293,0.240,0.0074,0.00177463818056512750
2023-07-01,118,MT MORGAN DENTAL CLINIC,210,27,0.129,12.86,8,23,Central Queensland,8093,1462,0.153,0.026,0.0676,0.00175438596491228070
2024-01-01,55,GOONDIWINDI DENTAL CLINIC,211,6,0.028,2.84,36,107,Darling Downs,9276,1096,0.106,0.023,0.0730,0.00166158740658492602
2024-04-01,19,CHARTERS TOWERS DENTAL CL,214,32,0.150,14.95,7,20,Townsville,3405,352,0.094,0.063,0.0260,0.00163433633725370399
2023-10-01,55,GOONDIWINDI DENTAL CLINIC,215,4,0.019,1.86,53,158,Darling Downs,9685,881,0.083,0.022,0.0774,0.00171911981065694364
2023-04-01,131,CHILDERS DENTAL CLINIC,219,20,0.091,9.13,11,33,Wide Bay,10529,726,0.065,0.021,0.0907,0.00188662991040661613
2024-04-01,55,GOONDIWINDI DENTAL CLINIC,220,3,0.014,1.36,71,214,Darling Downs,10106,717,0.066,0.022,0.0772,0.00168015885138231251
2023-10-01,19,CHARTERS TOWERS DENTAL CL,220,15,0.068,6.82,15,44,Townsville,3082,507,0.141,0.071,0.0246,0.00175909934113733768
2023-10-01,118,MT MORGAN DENTAL CLINIC,223,8,0.036,3.59,28,83,Central Queensland,8397,1014,0.108,0.027,0.0671,0.00178308705942557411
2023-07-01,14,AYR DENTAL CLINIC,226,43,0.190,19.03,5,16,Townsville,3126,334,0.097,0.072,0.0261,0.00188805346700083542
2024-01-01,118,MT MORGAN DENTAL CLINIC,228,8,0.035,3.51,29,86,Central Queensland,8319,1410,0.145,0.027,0.0655,0.00179545937773157882
2024-10-01,62,CHARLEVILLE DENTAL CLINIC,230,83,0.361,36.09,3,8,South West,1118,302,0.213,0.206,0.0082,0.00168824686573299275
2023-07-01,35,BILOELA DENTAL CLINIC,233,40,0.172,17.17,6,17,Central Queensland,8093,1462,0.153,0.029,0.0676,0.00194653299916457811
2023-07-01,131,CHILDERS DENTAL CLINIC,238,12,0.050,5.04,20,60,Wide Bay,10631,960,0.083,0.022,0.0888,0.00198830409356725146
2023-10-01,14,AYR DENTAL CLINIC,238,46,0.193,19.33,5,16,Townsville,3082,507,0.141,0.077,0.0246,0.00190302565086675622
2023-04-01,35,BILOELA DENTAL CLINIC,241,80,0.332,33.20,3,9,Central Queensland,8391,1401,0.143,0.029,0.0723,0.00207615437629221227
2024-01-01,131,CHILDERS DENTAL CLINIC,248,17,0.069,6.85,14,43,Wide Bay,11174,1270,0.102,0.022,0.0880,0.00195295581437469977
2023-07-01,83,ESK DENTAL CLINIC,249,36,0.145,14.46,7,21,West Moreton,7183,599,0.077,0.035,0.0600,0.00208020050125313283
2024-10-01,150,TORRES STRAIT DENTAL CLINIC,254,36,0.142,14.17,7,21,Torres and Cape,797,54,0.063,0.319,0.0059,0.00186441175607034851
2023-10-01,131,CHILDERS DENTAL CLINIC,254,14,0.055,5.51,18,55,Wide Bay,11135,889,0.074,0.023,0.0890,0.00203096014840401714
2024-04-01,131,CHILDERS DENTAL CLINIC,255,19,0.075,7.45,13,40,Wide Bay,11501,966,0.077,0.022,0.0878,0.00194745685046586223
2025-04-01,150,TORRES STRAIT DENTAL CLINIC,255,108,0.424,42.35,2,7,Torres and Cape,726,156,0.177,0.351,0.0049,0.00172633232235701906
2024-07-01,131,CHILDERS DENTAL CLINIC,263,15,0.057,5.70,18,53,Wide Bay,10803,1769,0.141,0.024,0.0821,0.00199811584513462590
2025-01-01,131,CHILDERS DENTAL CLINIC,266,32,0.120,12.03,8,25,Wide Bay,11636,1093,0.086,0.023,0.0830,0.00189776335033710270
2024-01-01,14,AYR DENTAL CLINIC,268,25,0.093,9.33,11,32,Townsville,3219,344,0.097,0.083,0.0253,0.00211045225101782072
2024-07-01,16,MT ISA DENTAL CLINIC,269,180,0.669,66.91,1,4,North West,388,187,0.325,0.693,0.0029,0.00204370023703883790
2025-04-01,131,CHILDERS DENTAL CLINIC,270,29,0.107,10.74,9,28,Wide Bay,11693,1082,0.085,0.023,0.0792,0.00182788128249566724
2024-07-01,150,TORRES STRAIT DENTAL CLINIC,272,72,0.265,26.47,4,11,Torres and Cape,829,100,0.108,0.328,0.0063,0.00206649243299094390
2024-10-01,131,CHILDERS DENTAL CLINIC,273,20,0.073,7.33,14,41,Wide Bay,11732,773,0.062,0.023,0.0861,0.00200387562758742183
2023-10-01,35,BILOELA DENTAL CLINIC,275,9,0.033,3.27,30,91,Central Queensland,8397,1014,0.108,0.033,0.0671,0.00219887417642167210
2023-04-01,83,ESK DENTAL CLINIC,279,21,0.075,7.53,13,40,West Moreton,7051,386,0.052,0.040,0.0607,0.00240351481736733287
2024-01-01,17,INGHAM DENTAL CLINIC,281,70,0.249,24.91,4,12,Townsville,3219,344,0.097,0.087,0.0253,0.00221282493483584934
2023-04-01,17,INGHAM DENTAL CLINIC,288,17,0.059,5.90,17,51,Townsville,2930,305,0.094,0.098,0.0252,0.00248104755341144039
2024-04-01,14,AYR DENTAL CLINIC,289,19,0.066,6.57,15,45,Townsville,3405,352,0.094,0.085,0.0260,0.00220711776386131052
2024-01-01,83,ESK DENTAL CLINIC,290,17,0.059,5.86,17,51,West Moreton,7983,494,0.058,0.036,0.0629,0.00228369833132525377
2025-04-01,35,BILOELA DENTAL CLINIC,293,69,0.235,23.55,4,13,Central Queensland,8532,1173,0.121,0.034,0.0578,0.00198358968804159445
2024-07-01,14,AYR DENTAL CLINIC,294,24,0.082,8.16,12,37,Townsville,3354,404,0.108,0.088,0.0255,0.00223363520330638789
2025-04-01,14,AYR DENTAL CLINIC,296,51,0.172,17.23,6,17,Townsville,3712,305,0.076,0.080,0.0251,0.00200389948006932409
2025-01-01,14,AYR DENTAL CLINIC,297,31,0.104,10.44,10,29,Townsville,3477,461,0.117,0.085,0.0248,0.00211893125958691542
2025-01-01,62,CHARLEVILLE DENTAL CLINIC,298,100,0.336,33.56,3,9,South West,1230,410,0.250,0.242,0.0088,0.00212606570827239325
2025-01-01,150,TORRES STRAIT DENTAL CLINIC,304,73,0.240,24.01,4,13,Torres and Cape,823,95,0.103,0.369,0.0059,0.00216887240038526023
2024-01-01,46,GAYNDAH DENTAL CLINIC,306,58,0.190,18.95,5,16,Wide Bay,11174,1270,0.102,0.027,0.0880,0.00240969548063975053
2024-01-01,35,BILOELA DENTAL CLINIC,309,7,0.023,2.27,43,130,Central Queensland,8319,1410,0.145,0.037,0.0655,0.00243331994613621867
2023-10-01,83,ESK DENTAL CLINIC,314,0,0.000,0.00,NULL,NULL,West Moreton,8461,52,0.006,0.037,0.0677,0.00251071451416874560
2025-04-01,62,CHARLEVILLE DENTAL CLINIC,315,63,0.200,20.00,5,15,South West,1275,257,0.168,0.247,0.0086,0.00213252816291161179
2023-10-01,46,GAYNDAH DENTAL CLINIC,318,77,0.242,24.21,4,12,Wide Bay,11135,889,0.074,0.029,0.0890,0.00254269813855306083
2024-10-01,14,AYR DENTAL CLINIC,319,30,0.094,9.40,11,32,Townsville,3457,329,0.087,0.092,0.0254,0.00234152500073402038
2023-04-01,84,BOONAH DENTAL CLINIC,322,13,0.040,4.04,25,75,West Moreton,7051,386,0.052,0.046,0.0607,0.00277394900068917988
2023-07-01,46,GAYNDAH DENTAL CLINIC,322,50,0.155,15.53,6,19,Wide Bay,10631,960,0.083,0.030,0.0888,0.00269005847953216374
2024-07-01,17,INGHAM DENTAL CLINIC,323,46,0.142,14.24,7,21,Townsville,3354,404,0.108,0.096,0.0255,0.00245395976417674588
2024-04-01,46,GAYNDAH DENTAL CLINIC,325,48,0.148,14.77,7,20,Wide Bay,11501,966,0.077,0.028,0.0878,0.00248205284863296166
2024-10-01,16,MT ISA DENTAL CLINIC,328,15,0.046,4.57,22,65,North West,446,19,0.041,0.735,0.0033,0.00240758683461052879
2024-01-01,84,BOONAH DENTAL CLINIC,330,29,0.088,8.79,11,34,West Moreton,7983,494,0.058,0.041,0.0629,0.00259869120461149566
2023-07-01,84,BOONAH DENTAL CLINIC,334,20,0.060,5.99,17,50,West Moreton,7183,599,0.077,0.046,0.0600,0.00279030910609857978
2024-07-01,84,BOONAH DENTAL CLINIC,335,57,0.170,17.01,6,18,West Moreton,9226,985,0.096,0.036,0.0701,0.00254512854798516988
2024-04-01,17,INGHAM DENTAL CLINIC,336,48,0.143,14.29,7,21,Townsville,3405,352,0.094,0.099,0.0260,0.00256606079120207729
2023-07-01,17,INGHAM DENTAL CLINIC,337,13,0.039,3.86,26,77,Townsville,3126,334,0.097,0.108,0.0261,0.00281537176274018379
2024-04-01,35,BILOELA DENTAL CLINIC,337,13,0.039,3.86,26,77,Central Queensland,8170,1526,0.157,0.041,0.0624,0.00257369787689017871
2024-07-01,46,GAYNDAH DENTAL CLINIC,338,67,0.198,19.82,5,15,Wide Bay,10803,1769,0.141,0.031,0.0821,0.00256792074393727588
2023-10-01,17,INGHAM DENTAL CLINIC,341,33,0.097,9.68,10,31,Townsville,3082,507,0.141,0.111,0.0246,0.00272660397876287341
2024-07-01,83,ESK DENTAL CLINIC,343,40,0.117,11.66,9,26,West Moreton,9226,985,0.096,0.037,0.0701,0.00260590773719078587
2023-04-01,46,GAYNDAH DENTAL CLINIC,346,71,0.205,20.52,5,15,Wide Bay,10529,726,0.065,0.033,0.0907,0.00298070296347346657
2025-01-01,84,BOONAH DENTAL CLINIC,346,15,0.043,4.34,23,70,West Moreton,9953,312,0.030,0.035,0.0710,0.00246851924517532908
2024-10-01,17,INGHAM DENTAL CLINIC,347,42,0.121,12.10,8,25,Townsville,3457,329,0.087,0.100,0.0254,0.00254705070612760210
2024-10-01,46,GAYNDAH DENTAL CLINIC,347,60,0.173,17.29,6,17,Wide Bay,11732,773,0.062,0.030,0.0861,0.00254705070612760210
2023-04-01,53,MILES DENTAL CLINIC,349,71,0.203,20.34,5,15,Darling Downs,9114,1073,0.105,0.038,0.0785,0.00300654720882150241
2024-10-01,35,BILOELA DENTAL CLINIC,351,38,0.108,10.83,9,28,Central Queensland,8593,1115,0.115,0.041,0.0631,0.00257641152118382806
2025-01-01,83,ESK DENTAL CLINIC,352,8,0.023,2.27,43,130,West Moreton,9953,312,0.030,0.035,0.0710,0.00251132593728819605
2024-04-01,83,ESK DENTAL CLINIC,354,8,0.023,2.26,43,130,West Moreton,9524,270,0.028,0.037,0.0727,0.00270352833358790286
2025-01-01,35,BILOELA DENTAL CLINIC,356,51,0.143,14.33,7,21,Central Queensland,8636,1473,0.146,0.041,0.0616,0.00253986373203010737
2025-01-01,46,GAYNDAH DENTAL CLINIC,360,36,0.100,10.00,10,30,Wide Bay,11636,1093,0.086,0.031,0.0830,0.00256840152677201869
2023-10-01,84,BOONAH DENTAL CLINIC,360,1,0.003,0.28,333,1000,West Moreton,8461,52,0.006,0.043,0.0677,0.00287852619458837075
2025-01-01,16,MT ISA DENTAL CLINIC,363,59,0.163,16.25,6,18,North West,492,60,0.109,0.738,0.0035,0.00258980487282845218
2024-10-01,83,ESK DENTAL CLINIC,367,8,0.022,2.18,45,136,West Moreton,10032,453,0.043,0.037,0.0736,0.00269385478140873191
2024-07-01,35,BILOELA DENTAL CLINIC,368,15,0.041,4.08,24,73,Central Queensland,7970,1618,0.169,0.046,0.0606,0.00279584270345833587
2025-04-01,46,GAYNDAH DENTAL CLINIC,369,44,0.119,11.92,8,25,Wide Bay,11693,1082,0.085,0.032,0.0792,0.00249810441941074523
2025-01-01,17,INGHAM DENTAL CLINIC,372,19,0.051,5.11,20,59,Townsville,3477,461,0.117,0.107,0.0248,0.00265401491099775265
2024-10-01,84,BOONAH DENTAL CLINIC,373,29,0.078,7.77,13,38,West Moreton,10032,453,0.043,0.037,0.0736,0.00273789600399307085
2023-04-01,107,CAPE YORK DENTAL CLINIC,376,46,0.122,12.23,8,25,Torres and Cape,909,131,0.126,0.414,0.0078,0.00323914541695382495
2024-04-01,84,BOONAH DENTAL CLINIC,376,12,0.032,3.19,31,94,West Moreton,9524,270,0.028,0.039,0.0727,0.00287154421872613411
2025-04-01,17,INGHAM DENTAL CLINIC,381,52,0.136,13.65,7,22,Townsville,3712,305,0.076,0.103,0.0251,0.00257934358752166378
2023-07-01,53,MILES DENTAL CLINIC,385,74,0.192,19.22,5,16,Darling Downs,9194,1044,0.102,0.042,0.0768,0.00321637426900584795
2025-04-01,84,BOONAH DENTAL CLINIC,396,22,0.056,5.56,18,54,West Moreton,11456,456,0.038,0.035,0.0776,0.00268089254766031196
2023-04-01,16,MT ISA DENTAL CLINIC,399,26,0.065,6.52,15,46,North West,655,30,0.044,0.609,0.0056,0.00343728463128876637
2025-04-01,83,ESK DENTAL CLINIC,400,13,0.033,3.25,30,91,West Moreton,11456,456,0.038,0.035,0.0776,0.00270797227036395147
2023-07-01,65,ROMA HOSPITAL DENTAL CLIN,400,150,0.375,37.50,3,8,South West,798,288,0.265,0.501,0.0067,0.00334168755221386800
2024-01-01,53,MILES DENTAL CLINIC,401,77,0.192,19.20,5,16,Darling Downs,9276,1096,0.106,0.043,0.0730,0.00315780355469457504
2024-01-01,16,MT ISA DENTAL CLINIC,410,58,0.141,14.15,7,21,North West,585,66,0.101,0.701,0.0046,0.00322867695118397946
2023-04-01,65,ROMA HOSPITAL DENTAL CLIN,413,207,0.501,50.12,2,6,South West,859,356,0.293,0.481,0.0074,0.00355789110957960028
2023-10-01,53,MILES DENTAL CLINIC,415,92,0.222,22.17,5,14,Darling Downs,9685,881,0.083,0.043,0.0774,0.00331830102987270517
2024-07-01,53,MILES DENTAL CLINIC,419,71,0.169,16.95,6,18,Darling Downs,10190,938,0.084,0.041,0.0774,0.00318331003464413785
2023-07-01,107,CAPE YORK DENTAL CLINIC,422,71,0.168,16.82,6,18,Torres and Cape,1037,155,0.130,0.407,0.0087,0.00352548036758563074
2024-04-01,16,MT ISA DENTAL CLINIC,425,19,0.045,4.47,22,67,North West,554,70,0.112,0.767,0.0042,0.00324576141744310371
2024-07-01,21,MOSSMAN DENTAL CLINIC,429,66,0.154,15.38,6,19,Cairns and Hinterland,8548,1345,0.136,0.050,0.0649,0.00325928402115115784
2024-04-01,53,MILES DENTAL CLINIC,434,54,0.124,12.44,8,24,Darling Downs,10106,717,0.066,0.043,0.0772,0.00331449518863601650
2024-04-01,21,MOSSMAN DENTAL CLINIC,440,78,0.177,17.73,6,17,Cairns and Hinterland,8619,1150,0.118,0.051,0.0658,0.00336031770276462502
2023-10-01,21,MOSSMAN DENTAL CLINIC,440,50,0.114,11.36,9,26,Cairns and Hinterland,8686,836,0.088,0.051,0.0695,0.00351819868227467537
2023-07-01,16,MT ISA DENTAL CLINIC,443,34,0.077,7.67,13,39,North West,687,35,0.048,0.645,0.0057,0.00370091896407685881
2025-01-01,53,MILES DENTAL CLINIC,453,68,0.150,15.01,7,20,Darling Downs,10346,597,0.055,0.044,0.0738,0.00323190525452145685
2025-01-01,36,EMERALD DENTAL CLINIC,454,155,0.341,34.14,3,9,Central Queensland,8636,1473,0.146,0.053,0.0616,0.00323903970320693468
2024-10-01,53,MILES DENTAL CLINIC,455,100,0.220,21.98,5,14,Darling Downs,10084,757,0.070,0.045,0.0740,0.00333979271264570304
2023-07-01,28,TULLY DENTAL CLINIC,455,139,0.305,30.55,3,10,Cairns and Hinterland,8338,1189,0.125,0.055,0.0697,0.00380116959064327485
2023-10-01,65,ROMA HOSPITAL DENTAL CLIN,456,157,0.344,34.43,3,9,South West,942,255,0.213,0.484,0.0075,0.00364613317981193629
2023-10-01,107,CAPE YORK DENTAL CLINIC,457,35,0.077,7.66,13,39,Torres and Cape,1054,111,0.095,0.434,0.0084,0.00365412908590801510
2025-04-01,16,MT ISA DENTAL CLINIC,462,26,0.056,5.63,18,54,North West,610,57,0.085,0.757,0.0041,0.00312770797227036395
2024-07-01,36,EMERALD DENTAL CLINIC,462,197,0.426,42.64,2,7,Central Queensland,7970,1618,0.169,0.058,0.0606,0.00350999817662432383
2023-04-01,28,TULLY DENTAL CLINIC,470,135,0.287,28.72,3,10,Cairns and Hinterland,8481,1341,0.137,0.055,0.0731,0.00404893177119228119
2025-04-01,107,CAPE YORK DENTAL CLINIC,471,48,0.102,10.19,10,29,Torres and Cape,726,156,0.177,0.649,0.0049,0.00318863734835355286
2023-07-01,21,MOSSMAN DENTAL CLINIC,473,32,0.068,6.77,15,44,Cairns and Hinterland,8338,1189,0.125,0.057,0.0697,0.00395154553049289891
2023-04-01,36,EMERALD DENTAL CLINIC,474,93,0.196,19.62,5,15,Central Queensland,8391,1401,0.143,0.056,0.0723,0.00408339076498966230
2024-01-01,21,MOSSMAN DENTAL CLINIC,475,46,0.097,9.68,10,31,Cairns and Hinterland,8538,1332,0.135,0.056,0.0672,0.00374054037027412255
2023-10-01,16,MT ISA DENTAL CLINIC,482,12,0.025,2.49,40,120,North West,702,19,0.026,0.687,0.0056,0.00385402673830998529
2024-10-01,21,MOSSMAN DENTAL CLINIC,487,52,0.107,10.68,9,28,Cairns and Hinterland,9252,996,0.097,0.053,0.0679,0.00357467923309551073
2025-04-01,53,MILES DENTAL CLINIC,487,52,0.107,10.68,9,28,Darling Downs,10662,633,0.056,0.046,0.0722,0.00329695623916811092
2024-01-01,107,CAPE YORK DENTAL CLINIC,493,51,0.103,10.34,10,29,Torres and Cape,1041,174,0.143,0.474,0.0082,0.00388228716325293140
2023-04-01,21,MOSSMAN DENTAL CLINIC,495,77,0.156,15.56,6,19,Cairns and Hinterland,8481,1341,0.137,0.058,0.0731,0.00426430048242591316
2025-04-01,36,EMERALD DENTAL CLINIC,495,112,0.226,22.63,4,13,Central Queensland,8532,1173,0.121,0.058,0.0578,0.00335111568457538995
2023-07-01,36,EMERALD DENTAL CLINIC,496,99,0.200,19.96,5,15,Central Queensland,8093,1462,0.153,0.061,0.0676,0.00414369256474519632
2024-01-01,65,ROMA HOSPITAL DENTAL CLIN,497,196,0.394,39.44,3,8,South West,1039,280,0.212,0.478,0.0082,0.00391378645058155559
2023-10-01,28,TULLY DENTAL CLINIC,502,60,0.120,11.95,8,25,Cairns and Hinterland,8686,836,0.088,0.058,0.0695,0.00401394486023156144
2024-01-01,28,TULLY DENTAL CLINIC,508,61,0.120,12.01,8,25,Cairns and Hinterland,8538,1332,0.135,0.059,0.0672,0.00400040949073527211
2024-04-01,65,ROMA HOSPITAL DENTAL CLIN,508,150,0.295,29.53,3,10,South West,1058,262,0.198,0.480,0.0081,0.00387963952955552161
2024-01-01,36,EMERALD DENTAL CLINIC,518,110,0.212,21.24,5,14,Central Queensland,8319,1410,0.145,0.062,0.0655,0.00407915770905683259
2025-01-01,107,CAPE YORK DENTAL CLINIC,519,22,0.042,4.24,24,71,Torres and Cape,823,95,0.103,0.631,0.0059,0.00370277886776299361
2025-04-01,21,MOSSMAN DENTAL CLINIC,519,61,0.118,11.75,8,25,Cairns and Hinterland,10058,878,0.080,0.052,0.0681,0.00351359402079722704
2024-04-01,107,CAPE YORK DENTAL CLINIC,519,31,0.060,5.97,17,50,Torres and Cape,1076,138,0.114,0.482,0.0082,0.00396364747212463724
2024-07-01,8,PALM BEACH DENTAL CLINIC,522,201,0.385,38.51,3,8,Gold Coast,9576,1038,0.098,0.055,0.0728,0.00396584209566644381
2024-10-01,36,EMERALD DENTAL CLINIC,524,89,0.170,16.98,6,18,Central Queensland,8593,1115,0.115,0.061,0.0631,0.00384626677236560087
2023-04-01,150,TORRES STRAIT DENTAL CLINIC,533,85,0.159,15.95,6,19,Torres and Cape,909,131,0.126,0.586,0.0078,0.00459166092350103377
2023-10-01,36,EMERALD DENTAL CLINIC,542,63,0.116,11.62,9,26,Central Queensland,8397,1014,0.108,0.065,0.0671,0.00433378110407471375
2024-10-01,107,CAPE YORK DENTAL CLINIC,543,18,0.033,3.31,30,91,Torres and Cape,797,54,0.063,0.681,0.0059,0.00398573064388267418
2024-01-01,150,TORRES STRAIT DENTAL CLINIC,548,123,0.224,22.45,4,13,Torres and Cape,1041,174,0.143,0.526,0.0082,0.00431540236402151401
2024-10-01,65,ROMA HOSPITAL DENTAL CLIN,553,179,0.324,32.37,3,9,South West,1118,302,0.213,0.495,0.0082,0.00405913268152323909
2024-04-01,28,TULLY DENTAL CLINIC,554,68,0.123,12.27,8,24,Cairns and Hinterland,8619,1150,0.118,0.064,0.0658,0.00423094547120818696
2024-04-01,150,TORRES STRAIT DENTAL CLINIC,557,107,0.192,19.21,5,16,Torres and Cape,1076,138,0.114,0.518,0.0082,0.00425385672827249122
2024-07-01,107,CAPE YORK DENTAL CLINIC,557,28,0.050,5.03,20,60,Torres and Cape,829,100,0.108,0.672,0.0063,0.00423175104844101380
2024-07-01,65,ROMA HOSPITAL DENTAL CLIN,559,181,0.324,32.38,3,9,South West,1096,352,0.243,0.510,0.0083,0.00424694584574241780
2025-01-01,21,MOSSMAN DENTAL CLINIC,566,9,0.016,1.59,63,188,Cairns and Hinterland,9599,798,0.077,0.059,0.0685,0.00403809795598045161
2025-01-01,65,ROMA HOSPITAL DENTAL CLIN,571,229,0.401,40.11,2,7,South West,1230,410,0.250,0.464,0.0088,0.00407377019940784076
2025-04-01,65,ROMA HOSPITAL DENTAL CLIN,574,158,0.275,27.53,4,11,South West,1275,257,0.168,0.450,0.0086,0.00388594020797227036
2024-04-01,36,EMERALD DENTAL CLINIC,582,106,0.182,18.21,5,16,Central Queensland,8170,1526,0.157,0.071,0.0624,0.00444478387047502673
2024-04-01,8,PALM BEACH DENTAL CLINIC,587,0,0.000,0.00,NULL,NULL,Gold Coast,9111,857,0.086,0.064,0.0696,0.00448296929891553383
2023-10-01,150,TORRES STRAIT DENTAL CLINIC,597,76,0.127,12.73,8,24,Torres and Cape,1054,111,0.095,0.566,0.0084,0.00477355593935904817
2023-07-01,150,TORRES STRAIT DENTAL CLINIC,615,84,0.137,13.66,7,22,Torres and Cape,1037,155,0.130,0.593,0.0087,0.00513784461152882206
2024-07-01,28,TULLY DENTAL CLINIC,621,77,0.124,12.40,8,24,Cairns and Hinterland,8548,1345,0.136,0.073,0.0649,0.00471798456208594177
2024-10-01,8,PALM BEACH DENTAL CLINIC,622,168,0.270,27.01,4,11,Gold Coast,10069,993,0.090,0.062,0.0739,0.00456560674124313691
2023-07-01,58,WARWICK DENTAL CLINIC,635,90,0.142,14.17,7,21,Darling Downs,9194,1044,0.102,0.069,0.0768,0.00530492898913951546
2023-07-01,42,CENTRAL WEST DENTAL CLINICS,645,70,0.109,10.85,9,28,Central West,645,70,0.098,1.000,0.0054,0.00538847117794486216
2023-04-01,58,WARWICK DENTAL CLINIC,653,55,0.084,8.42,12,36,Darling Downs,9114,1073,0.105,0.072,0.0785,0.00562543073742246726
2025-04-01,28,TULLY DENTAL CLINIC,679,93,0.137,13.70,7,22,Cairns and Hinterland,10058,878,0.080,0.068,0.0681,0.00459678292894280763
2023-10-01,58,WARWICK DENTAL CLINIC,690,83,0.120,12.03,8,25,Darling Downs,9685,881,0.083,0.071,0.0774,0.00551717520629437728
2025-01-01,28,TULLY DENTAL CLINIC,690,68,0.099,9.86,10,30,Cairns and Hinterland,9599,798,0.077,0.072,0.0685,0.00492276959297970249
2023-07-01,57,STANTHORPE DENTAL CLINIC,695,101,0.145,14.53,7,21,Darling Downs,9194,1044,0.102,0.076,0.0768,0.00580618212197159566
